address_id,cluster_id
70086208,1
70085877,1
70085438,1
70082016,1
70080295,1
70078553,1
70065118,1
70075926,1
70052004,1
70039617,1
70019176,1
70066017,1
70039597,1
70013527,1
69988750,1
69985806,1
70008228,1
70000419,1
69998934,1
69994973,1
69989375,1
69567946,1
69989335,1
69968830,1
69957731,1
69941207,1
69835778,1
69956275,1
69933244,1
69941638,1
69933487,1
69895908,1
69870173,1
69919662,1
69918169,1
69903741,1
69834085,1
69870511,1
69823277,1
69823229,1
69805122,1
69813530,1
69810209,1
69807967,1
69805949,1
69805775,1
69786842,1
69773087,1
69763404,1
69761917,1
69767251,1
69570399,1
69731651,1
69731631,1
69753953,1
69736239,1
69747626,1
69747255,1
69736870,1
69707023,1
69718743,1
69707127,1
69718207,1
69685207,1
69699937,1
69699892,1
69680913,1
69685592,1
69676878,1
69668187,1
69644654,1
69639564,1
69586779,1
69665485,1
69666352,1
69660994,1
69644520,1
69568441,1
69636317,1
69570485,1
69608701,1
69570602,1
69553986,1
69533885,1
69528885,1
69529458,1
69527278,1
69515225,1
69515224,1
69505505,1
69470193,1
69485053,1
69475152,1
69475840,1
69446591,1
69446473,1
69454085,1
69460056,1
69446719,1
69445124,1
69445118,1
69445110,1
69444579,1
69444572,1
69444570,1
69444494,1
69444899,1
69444827,1
69444568,1
69440726,1
69439193,1
69433038,1
69433034,1
69420559,1
69425121,1
69425533,1
69425509,1
69425194,1
69425114,1
69422541,1
69422520,1
69422282,1
69416951,1
69414344,1
69413838,1
69414729,1
69411746,1
69407199,1
69398644,1
69395727,1
69395444,1
69396217,1
69392063,1
69381893,1
69373067,1
69371892,1
69333752,1
69353582,1
69350850,1
69343251,1
69328707,1
69200534,1
68983345,1
69327405,1
69327070,1
69317832,1
68983321,1
69317748,1
69200744,1
69200550,1
69296192,1
69296543,1
69265095,1
69243094,1
69242512,1
69248483,1
69244428,1
69236152,1
69232016,1
69220508,1
69214372,1
69213168,1
69212187,1
69208969,1
69206926,1
69210654,1
69202069,1
69206912,1
69204643,1
69204514,1
69204419,1
69172610,1
69204720,1
69191906,1
69202022,1
69166177,1
69189938,1
69178741,1
69168643,1
69166882,1
68983344,1
69162395,1
69151786,1
69145022,1
69140674,1
69141271,1
69133124,1
69133122,1
69127808,1
69131811,1
69127820,1
69126372,1
69122719,1
69116432,1
69115873,1
69114677,1
69107202,1
69063921,1
69041521,1
69092535,1
69074433,1
69064810,1
69049973,1
69043108,1
69032909,1
69048709,1
69034487,1
69039078,1
69018068,1
69001658,1
68983358,1
69003867,1
68998963,1
68983341,1
68986415,1
68983363,1
68978205,1
68983455,1
68983454,1
68975402,1
68954436,1
68950152,1
68949270,1
68939058,1
68938560,1
68944705,1
68912228,1
68899566,1
68908582,1
68926084,1
68922175,1
68922102,1
68898936,1
68897921,1
68897800,1
68893970,1
68770973,1
68886489,1
68873922,1
68863197,1
68850592,1
68853552,1
68853253,1
68818382,1
68810505,1
68808880,1
68792835,1
68792263,1
68788222,1
68782880,1
68776611,1
68775808,1
68771813,1
68770993,1
68770834,1
68767868,1
68743360,1
68761038,1
68754609,1
68681546,1
68731361,1
68715671,1
68715523,1
68709245,1
68696281,1
68688275,1
68687379,1
68686993,1
68691607,1
68691030,1
68653939,1
68652566,1
68645113,1
68609887,1
68672765,1
68672264,1
68671424,1
68669132,1
68638551,1
68624146,1
68602249,1
68594305,1
68571207,1
68594685,1
68582810,1
68571482,1
67547280,1
67546354,1
68488243,1
68567493,1
68566281,1
68262894,1
68544814,1
68520650,1
68477005,1
68564251,1
67758190,1
68424732,1
68540652,1
68512380,1
68459864,1
68486853,1
68459820,1
68448929,1
68447390,1
68441035,1
68439423,1
68423786,1
68398304,1
68387789,1
68365518,1
68359095,1
68333432,1
68342756,1
68332334,1
68327211,1
68317043,1
68311449,1
68311329,1
68297549,1
68289739,1
68285412,1
68281097,1
68272633,1
68274291,1
68263184,1
68262808,1
68253351,1
68254621,1
68254534,1
68229795,1
68230857,1
68229630,1
68215464,1
68200074,1
68170477,1
68230887,1
68182234,1
68170067,1
68088987,1
68136970,1
68136968,1
68148476,1
68146703,1
68120857,1
68071600,1
68120817,1
68105421,1
67974543,1
68105423,1
68104532,1
68090688,1
68090516,1
68037635,1
67974176,1
67974236,1
68059248,1
67996227,1
68058246,1
68037431,1
68032390,1
68031283,1
67974242,1
68029485,1
68017810,1
68012624,1
68020970,1
67992513,1
67990839,1
67974270,1
67974374,1
67940791,1
67939415,1
67928703,1
67948417,1
67936318,1
67929662,1
67909623,1
67916479,1
67900690,1
67899934,1
67855701,1
67845274,1
67803003,1
67845882,1
67820960,1
67833658,1
67833660,1
67794665,1
67794660,1
67794219,1
67758212,1
67547677,1
67547660,1
67806501,1
67764780,1
67763939,1
67778234,1
67784583,1
67747218,1
67727791,1
67727677,1
67728831,1
67705794,1
67748311,1
67547363,1
67708063,1
67707100,1
67694342,1
67679663,1
67678600,1
67549113,1
67644060,1
67635404,1
67631648,1
67620877,1
67620518,1
67605687,1
67597198,1
67582720,1
67577956,1
67582073,1
67577958,1
67564373,1
67552459,1
67564364,1
67552294,1
67541036,1
67490316,1
67527424,1
67527217,1
67521865,1
67505371,1
67545017,1
67539519,1
67526372,1
67515162,1
67485219,1
67485060,1
67482585,1
67482584,1
67481469,1
67472459,1
67472972,1
67474622,1
67473517,1
67471323,1
67409504,1
67277678,1
67462618,1
67392639,1
67458308,1
67437398,1
67436556,1
67423882,1
67420913,1
67392596,1
67424062,1
67414477,1
67400020,1
67392477,1
67395317,1
67392800,1
67391018,1
67381045,1
67378432,1
67348786,1
67356757,1
67349438,1
67366387,1
67355876,1
67348887,1
67349566,1
67332325,1
67332480,1
67329104,1
67326513,1
67327821,1
67326098,1
67324033,1
67323079,1
67294423,1
67294389,1
67294126,1
67190849,1
67262828,1
67254839,1
67223056,1
67287709,1
67278993,1
67277649,1
67268526,1
67262473,1
67243866,1
67247253,1
67243719,1
67216461,1
67241251,1
67216495,1
67202688,1
67192737,1
67197644,1
67193368,1
67179506,1
67202920,1
67188666,1
67188451,1
67186683,1
67157912,1
67158064,1
67151516,1
67151097,1
67149661,1
67125475,1
67086445,1
67146698,1
67112314,1
67077750,1
67077636,1
67075240,1
67134614,1
67135127,1
67101611,1
67066558,1
67025997,1
67065145,1
67057573,1
67040562,1
67050731,1
67038174,1
67015824,1
66991009,1
66999863,1
66999521,1
66984384,1
66977278,1
66967606,1
66961274,1
66961760,1
66953052,1
66953024,1
66949746,1
66926325,1
66941054,1
66940931,1
66940652,1
66841218,1
66827325,1
66913550,1
66904337,1
66895087,1
66827384,1
66813603,1
66778942,1
66778861,1
66764314,1
66760429,1
66730821,1
66764202,1
66729744,1
66759348,1
66722346,1
66714134,1
66714646,1
66705073,1
66727283,1
66702598,1
66693598,1
66687951,1
66673208,1
66676526,1
66655941,1
66634751,1
66635152,1
66625918,1
66626255,1
66580685,1
66580646,1
66579867,1
66609948,1
66581144,1
66580656,1
66606408,1
66596059,1
66593866,1
66581094,1
66580707,1
66580528,1
66579751,1
66562698,1
66562285,1
66515111,1
66514488,1
66534457,1
66531263,1
66493287,1
66170217,1
66170185,1
66492822,1
66471892,1
66458392,1
66446268,1
66427420,1
66418943,1
66407511,1
66418034,1
66412321,1
66380219,1
66379347,1
66366571,1
66409254,1
66397434,1
66390635,1
66364839,1
66345001,1
66333383,1
66333205,1
66288888,1
66276548,1
66276991,1
66231046,1
66275766,1
66262162,1
66256670,1
66229246,1
66199622,1
66185990,1
66188756,1
66138227,1
66115585,1
66114373,1
66101117,1
66100930,1
66156660,1
66156257,1
66155348,1
66148632,1
66148801,1
66131951,1
66121479,1
66087460,1
66124145,1
66082874,1
66087767,1
66071262,1
66045866,1
65974168,1
66028203,1
66015142,1
65973951,1
66044533,1
65973954,1
65972051,1
66061354,1
65995433,1
66014493,1
66003405,1
65998760,1
65958535,1
65925300,1
65537383,1
65956114,1
65956008,1
65951710,1
65947510,1
65947393,1
65938728,1
65942377,1
65942117,1
65938822,1
65932769,1
65921559,1
65931636,1
65924578,1
65922221,1
65889231,1
65895107,1
65889715,1
65883656,1
65883404,1
65825225,1
65874361,1
65865728,1
65863639,1
65692282,1
65692188,1
65538433,1
65536364,1
65859280,1
65857045,1
65827683,1
65849499,1
65849496,1
65846849,1
65828145,1
65839915,1
65831925,1
65827820,1
65800196,1
65800088,1
65769356,1
65768894,1
65741081,1
65822853,1
65822700,1
65811359,1
65804222,1
65811848,1
65793289,1
65792913,1
65785167,1
65772220,1
65754737,1
65752307,1
65739578,1
65732480,1
65715303,1
65730957,1
65706191,1
65722916,1
65714916,1
65703454,1
65703434,1
65701109,1
65692246,1
65694461,1
65694286,1
65692304,1
65694301,1
65692267,1
65672625,1
65672813,1
65660299,1
65652665,1
65640672,1
65637360,1
65641638,1
65640051,1
65635294,1
65634934,1
65613096,1
65550169,1
65622614,1
65614753,1
65550056,1
65563321,1
65562696,1
65586903,1
65576070,1
65575770,1
65548997,1
65539999,1
65539568,1
51136567,1
65539521,1
65538645,1
65539985,1
65538647,1
65539566,1
65530204,1
65527890,1
65509376,1
65513949,1
65485239,1
65472948,1
65469847,1
65473000,1
65457227,1
65444758,1
65420996,1
65469804,1
65446421,1
65432870,1
65432376,1
65432904,1
65420322,1
65389942,1
65377383,1
65385768,1
65374362,1
65383061,1
65375024,1
65374359,1
65372698,1
65374760,1
65371826,1
65368033,1
65362169,1
52049576,1
65369029,1
65367864,1
65367197,1
65366542,1
65366818,1
65365725,1
65363580,1
65365721,1
65362441,1
65364023,1
65363696,1
65363306,1
65362439,1
65361229,1
65360853,1
65333817,1
65334109,1
65323823,1
65312904,1
65312900,1
65302810,1
65302639,1
65323900,1
65290982,1
65207231,1
65272900,1
65265136,1
65242787,1
65229080,1
65260147,1
65241370,1
65223175,1
65229104,1
65210997,1
65224625,1
65206065,1
65225945,1
65223535,1
65206340,1
65206796,1
65203846,1
65204599,1
65204302,1
65197850,1
65204210,1
65203570,1
65203829,1
65197567,1
65195477,1
65202894,1
65197589,1
65195475,1
65196395,1
65193900,1
65193860,1
65191206,1
65191205,1
65191318,1
65191735,1
65191212,1
65185417,1
65178227,1
65175420,1
65172297,1
65166813,1
65166553,1
65162614,1
65162342,1
65156818,1
65156133,1
65144638,1
65160375,1
65154899,1
65144926,1
65126029,1
64963640,1
65138519,1
65135190,1
65115756,1
65091292,1
65080918,1
65069019,1
65017756,1
65116222,1
65103026,1
65089317,1
65068994,1
65059165,1
65048508,1
65059798,1
65038011,1
65027731,1
64999854,1
65017720,1
64989766,1
64989598,1
65013305,1
64999751,1
64999892,1
64981795,1
64981115,1
64975137,1
64974945,1
64962740,1
64972594,1
64966042,1
64963683,1
64959216,1
64957532,1
64929812,1
64940103,1
64935261,1
64931440,1
64939928,1
64917568,1
64915956,1
64926860,1
64880983,1
64926724,1
64915944,1
64882264,1
64876336,1
64903965,1
64904249,1
64888836,1
64877182,1
64877106,1
64877104,1
64875454,1
64860676,1
64856524,1
64847881,1
64838230,1
64838226,1
64827489,1
64827660,1
64820441,1
64820237,1
64820031,1
64809608,1
64795186,1
64806707,1
64480199,1
64770159,1
64277613,1
64793782,1
64793781,1
64746481,1
64674686,1
64653306,1
64453327,1
64294578,1
54672343,1
52218993,1
64784685,1
64770815,1
64769982,1
64759833,1
64755632,1
64620842,1
63978276,1
64787102,1
64645687,1
64674588,1
64759614,1
64743172,1
64754493,1
64718035,1
64730996,1
64740106,1
64731291,1
64718539,1
64715901,1
64713851,1
64686900,1
64634772,1
64693461,1
64693447,1
64675842,1
64685062,1
64672445,1
64663801,1
64663955,1
64645649,1
64609822,1
64634966,1
64526019,1
64636741,1
64620924,1
64637085,1
64622157,1
64467570,1
64621268,1
64599489,1
64610080,1
53109120,1
64581781,1
64609252,1
64593811,1
64581580,1
55747838,1
64560993,1
64528703,1
64542055,1
64528965,1
64528937,1
64525965,1
64509065,1
64493183,1
64506889,1
64489450,1
64482681,1
64480189,1
64477574,1
64477394,1
64444706,1
64424488,1
64303075,1
64446167,1
64461855,1
64461850,1
64445173,1
64445087,1
64438241,1
64428019,1
64402841,1
64347349,1
64075867,1
64364103,1
64347344,1
64428055,1
55803822,1
54000271,1
64423818,1
64406562,1
64416708,1
64391894,1
64384692,1
64376856,1
64366428,1
64359860,1
64351947,1
64344796,1
64344789,1
64258464,1
64195472,1
64147512,1
64325830,1
64299514,1
64317906,1
64340582,1
64321104,1
64317645,1
64310700,1
64298886,1
64297524,1
64217740,1
64291415,1
64279982,1
64270035,1
64255846,1
64249042,1
64239845,1
64229174,1
64184162,1
64231231,1
64215698,1
64208145,1
64195480,1
64181012,1
64184011,1
64138873,1
64172445,1
64168701,1
64160097,1
64147430,1
64145508,1
64144946,1
64138703,1
64126183,1
64118319,1
64117785,1
64100119,1
64112286,1
64108825,1
64075474,1
64059844,1
64108889,1
64095255,1
64052657,1
63962029,1
64078148,1
63995384,1
53393222,1
64087174,1
64094080,1
64021257,1
64087446,1
64002286,1
64069666,1
64059888,1
64052864,1
64051777,1
64035208,1
64052847,1
64051790,1
64044104,1
64016724,1
64030450,1
64010471,1
64029228,1
63945217,1
64010468,1
64016737,1
64007128,1
63995131,1
63972849,1
64005564,1
63995303,1
64007130,1
63995056,1
64002297,1
63999877,1
63978292,1
63995175,1
63987041,1
63980836,1
63976433,1
63941986,1
63942446,1
63965834,1
63942447,1
63942042,1
63942007,1
63932127,1
63923291,1
63916124,1
63916061,1
60531021,1
58037788,1
57027592,1
56937026,1
56637576,1
55718308,1
54995189,1
53393220,1
53166921,1
52856522,1
52492760,1
52151639,1
63936989,1
55639372,1
54764677,1
63937067,1
63932116,1
63923601,1
63925888,1
63925672,1
58539288,1
56771533,1
56661586,1
55707957,1
52921571,1
52192612,1
63916031,1
63918718,1
63918801,1
63916032,1
63915964,1
63915268,1
63865605,1
63915283,1
63915227,1
63821536,1
63394083,1
63915292,1
62686430,1
62648434,1
63821157,1
62962926,1
63884245,1
63771800,1
63718622,1
63713377,1
63559969,1
56772019,1
56041822,1
55712625,1
55661918,1
54608244,1
54585719,1
52587698,1
63725169,1
63718651,1
63572719,1
63569522,1
62690955,1
56667117,1
54996808,1
52416820,1
63566874,1
62581323,1
63557497,1
63424642,1
63556236,1
63424572,1
63423573,1
63111229,1
62592247,1
60903936,1
63118430,1
63111115,1
62657472,1
61031492,1
62962858,1
62963871,1
62656004,1
62695613,1
62657744,1
62581329,1
60711515,1
60710014,1
62654431,1
62589067,1
60552041,1
62592137,1
60894575,1
60889590,1
60565454,1
62589667,1
62589666,1
62581152,1
60713047,1
60709786,1
60569928,1
60709789,1
60569925,1
60905124,1
60709782,1
60568257,1
60709794,1
60894690,1
60058627,1
60709780,1
60541350,1
60566814,1
60537023,1
60564820,1
60556053,1
60544605,1
60547947,1
60547432,1
60547430,1
60546702,1
60541348,1
60538530,1
60529902,1
57730585,1
56871249,1
60544603,1
60543851,1
60182594,1
60543875,1
60452852,1
60543304,1
59805959,1
60533652,1
60541148,1
60538992,1
60533655,1
60533650,1
60532415,1
60533653,1
60531701,1
60447306,1
60095782,1
59618020,1
54888471,1
60065243,1
59809029,1
59072423,1
56710864,1
60048665,1
59807406,1
59805950,1
59619347,1
59619104,1
58095384,1
54945507,1
59609389,1
59501262,1
59497934,1
59132931,1
59132801,1
59375667,1
56989723,1
59135131,1
59132933,1
59080791,1
58931242,1
58935885,1
57008852,1
58935623,1
57001011,1
56993203,1
59065320,1
58540401,1
57785552,1
57182810,1
57039160,1
56983555,1
56970533,1
59057646,1
58906215,1
57042304,1
57004265,1
58912650,1
57038989,1
57037191,1
58544609,1
57882200,1
57881624,1
57037176,1
57037059,1
57014134,1
57001381,1
57037175,1
57886319,1
57886320,1
56985146,1
57182913,1
56914200,1
57001039,1
56997210,1
57730582,1
57046196,1
57040212,1
57024025,1
57023128,1
57043422,1
57037969,1
57030686,1
57003717,1
57024708,1
57011877,1
57008065,1
57006284,1
57006425,1
56998858,1
56989244,1
56971138,1
56994985,1
56983789,1
56983085,1
56989684,1
56991501,1
56986421,1
56982856,1
56977976,1
56958933,1
56976577,1
56973257,1
56970590,1
56969778,1
56967633,1
56963808,1
56963305,1
56962312,1
56954041,1
56952593,1
56901725,1
56945314,1
56962314,1
56962642,1
56960970,1
56957649,1
56955665,1
56951839,1
56949011,1
56946920,1
56947942,1
56943847,1
56942054,1
56939536,1
56939652,1
56939497,1
56941396,1
56938062,1
56937493,1
56935994,1
56935879,1
56935585,1
56935409,1
56933804,1
56930105,1
56906743,1
56894421,1
56878321,1
56787777,1
56935709,1
56927290,1
56929978,1
56929894,1
56933573,1
56932123,1
56930794,1
56930436,1
56927601,1
56912294,1
52253691,1
56925751,1
56925951,1
56912258,1
56917466,1
56911671,1
56920031,1
56892234,1
56898672,1
56903756,1
56906258,1
56903697,1
56885497,1
56898412,1
56896412,1
56890031,1
56889944,1
56885496,1
56869394,1
56637586,1
56876625,1
56874988,1
56873130,1
56873047,1
56873035,1
56872989,1
56872888,1
56866817,1
56867006,1
56866959,1
56866956,1
56860263,1
56842347,1
56856447,1
56852575,1
56863428,1
56858872,1
56858122,1
56855007,1
56854263,1
56849325,1
56844902,1
56843058,1
56840068,1
56839995,1
56838906,1
56837611,1
56837133,1
56836277,1
56835503,1
56835614,1
56819734,1
56828662,1
56835573,1
56827581,1
56833357,1
56827588,1
56830348,1
56823592,1
56824520,1
56824503,1
56817050,1
56820494,1
56819058,1
56819034,1
54765870,1
56811041,1
56809804,1
56808401,1
56808380,1
56806847,1
56806512,1
56804470,1
56804453,1
56804334,1
56800933,1
56787780,1
56789512,1
56711402,1
56800061,1
56798701,1
56798426,1
56798183,1
56798080,1
56790232,1
56790157,1
56773559,1
56764815,1
56757513,1
56719409,1
56795107,1
56793555,1
56795034,1
56793687,1
56793541,1
56791794,1
56789436,1
56704690,1
56785487,1
56784275,1
56781810,1
56781307,1
56764019,1
56761918,1
56755849,1
56750964,1
56748223,1
56746606,1
56745995,1
56743771,1
56742305,1
56740357,1
56730525,1
56716927,1
56697694,1
56778849,1
56779641,1
56756311,1
56755829,1
56767114,1
56774494,1
56750692,1
56768992,1
56755836,1
56755830,1
56766537,1
56752821,1
56760788,1
56750859,1
56758471,1
56755827,1
56721689,1
56729469,1
56723971,1
56725749,1
56721764,1
56722467,1
56721617,1
56720655,1
56717888,1
56716096,1
56715204,1
56714042,1
56711097,1
56710801,1
56708158,1
56706673,1
56691659,1
54036625,1
56694597,1
56698591,1
56698651,1
56694595,1
56697087,1
56696657,1
56695030,1
56694601,1
56692336,1
56689998,1
56681779,1
56681558,1
56674179,1
56629986,1
56694308,1
56690003,1
56682443,1
56690258,1
56691625,1
56691620,1
56691626,1
56686314,1
56681563,1
56681774,1
56681403,1
56682385,1
56682359,1
56681777,1
56682374,1
56682350,1
56667690,1
56667035,1
56676984,1
56676089,1
56676871,1
56676005,1
56677998,1
56667145,1
54722119,1
52406118,1
56674702,1
56661499,1
56660500,1
56652985,1
56660109,1
56627958,1
55755931,1
56653551,1
56642193,1
56642169,1
56627977,1
55829755,1
55629598,1
56657288,1
56657723,1
56656058,1
56642127,1
56653548,1
56653654,1
56642128,1
56641396,1
56642172,1
56645367,1
56642352,1
56642171,1
56637371,1
56609087,1
56635301,1
56633488,1
56633467,1
56633298,1
56631340,1
56626444,1
56027378,1
56626447,1
56625113,1
56623513,1
56617063,1
56612977,1
56039415,1
56039414,1
56481784,1
56040507,1
56039409,1
55840878,1
55834394,1
55821612,1
55801034,1
55797079,1
55708221,1
55704758,1
55630527,1
55605866,1
55592470,1
55579613,1
55577116,1
55532407,1
55502944,1
53116095,1
52657516,1
56611163,1
56609146,1
56609055,1
56610016,1
56039411,1
55784527,1
55818794,1
55818086,1
56036502,1
56036458,1
56036454,1
56036430,1
56036427,1
56036364,1
55792278,1
56032858,1
55842951,1
55841668,1
55807285,1
55800102,1
55831117,1
55830286,1
55752737,1
55771194,1
55608388,1
55777897,1
55818665,1
55748636,1
55843019,1
55782056,1
55813287,1
55837583,1
55822506,1
55822545,1
55829765,1
55802207,1
55813314,1
55785465,1
55762618,1
55789030,1
55814750,1
55820170,1
55816892,1
55811234,1
55817072,1
55783438,1
55763616,1
55760831,1
55808413,1
55808346,1
55783728,1
55798791,1
55797985,1
55798039,1
55769489,1
55799897,1
55758786,1
55771195,1
55781887,1
55660447,1
55784712,1
55789300,1
55786626,1
55779792,1
55720667,1
55779429,1
55780420,1
55772509,1
55759740,1
55775372,1
55776313,1
55718847,1
55769950,1
55771033,1
55769535,1
55759745,1
55698984,1
55762322,1
55712492,1
55676312,1
55757115,1
55724992,1
55690389,1
55685617,1
55702742,1
55715924,1
55703992,1
55734908,1
55743569,1
55702630,1
55672185,1
55712491,1
55713192,1
55721455,1
55715263,1
55711775,1
55717073,1
55709198,1
55714373,1
55692904,1
55686472,1
55679517,1
55702392,1
55672469,1
55699407,1
55661319,1
55694017,1
55674442,1
55690322,1
55661755,1
55680971,1
55674819,1
55674677,1
55661794,1
55667135,1
55664939,1
55660171,1
55644700,1
55617083,1
55601861,1
55655065,1
55655062,1
55656290,1
55647567,1
55644861,1
55653734,1
55645677,1
55644890,1
55638131,1
55641001,1
55635744,1
55633219,1
55631608,1
55630644,1
55627836,1
55613883,1
55627611,1
55623515,1
53086131,1
55621591,1
55621574,1
55612572,1
55613659,1
55604774,1
55603444,1
55599445,1
55601859,1
55601023,1
55596926,1
55601021,1
55594176,1
55578541,1
55595791,1
55586648,1
55564777,1
55588194,1
55550620,1
55571214,1
55571758,1
55554189,1
55573116,1
55571653,1
55571367,1
55567316,1
55557756,1
55552209,1
55562187,1
55548348,1
55557749,1
55547082,1
55546147,1
53117033,1
53107273,1
52163900,1
55544121,1
55545609,1
55535579,1
55549895,1
55529398,1
55531492,1
55532286,1
55527225,1
55519138,1
55515525,1
55509226,1
55446325,1
55441637,1
55529302,1
55525881,1
55520943,1
52738594,1
55519264,1
55505472,1
55512162,1
55511536,1
55509373,1
55506823,1
55505454,1
55505052,1
55502446,1
55497650,1
55482769,1
54984705,1
55496424,1
55493466,1
55493192,1
55491152,1
55490018,1
55488384,1
54796172,1
55486538,1
55483771,1
55483379,1
55480105,1
55475980,1
52888023,1
52237230,1
55478966,1
55478298,1
55454296,1
55018912,1
55478273,1
55478252,1
55475876,1
55475855,1
55477398,1
55472107,1
55474425,1
55030928,1
55012590,1
54987022,1
54986877,1
54937842,1
54926803,1
54911926,1
54884692,1
54852439,1
54820031,1
54811450,1
54789149,1
54778989,1
54749032,1
54571362,1
54571286,1
54012650,1
55474568,1
55471243,1
55470558,1
55468847,1
55465571,1
55457911,1
55021795,1
54891128,1
54871958,1
53105425,1
55465278,1
55463971,1
55463617,1
55458636,1
55462027,1
55461936,1
54987743,1
54907163,1
55457782,1
55451099,1
55451165,1
55451163,1
55449853,1
55449845,1
55449719,1
55449556,1
55449722,1
55439027,1
55023233,1
55443352,1
55052308,1
55011945,1
55029024,1
55438896,1
55034938,1
55030845,1
55026794,1
55010726,1
55006287,1
55004830,1
55004809,1
55001007,1
54987742,1
54968008,1
54896506,1
54843641,1
54843113,1
55030927,1
55013357,1
55025787,1
55023478,1
55026721,1
55026730,1
55023738,1
55021822,1
55016750,1
55022259,1
54978622,1
55016812,1
54949825,1
54996077,1
55000528,1
55003055,1
54990456,1
54981184,1
54993610,1
54992667,1
54989567,1
54974788,1
54896457,1
54967911,1
54957347,1
54913563,1
54891052,1
54979603,1
54974868,1
54971606,1
54971753,1
54973670,1
54967241,1
54955461,1
54948290,1
54913919,1
54952427,1
54963275,1
54966439,1
54961186,1
54961164,1
54961166,1
54958346,1
54955604,1
54950846,1
54937591,1
54945419,1
54947913,1
54945384,1
54942113,1
54938898,1
54937603,1
54937324,1
54916368,1
54874102,1
54864239,1
54810273,1
54937854,1
54937222,1
54940716,1
54922380,1
54937335,1
54939493,1
54937342,1
54933385,1
54921829,1
54914984,1
54906563,1
54911197,1
54899947,1
54898663,1
54916447,1
54912319,1
54910971,1
54906468,1
54899956,1
54908671,1
54897780,1
54902726,1
54901574,1
54903475,1
54898465,1
54901367,1
54894603,1
54887910,1
54892905,1
54890935,1
54888439,1
54888038,1
54885616,1
54884581,1
54869737,1
54852271,1
54807888,1
54880783,1
54881385,1
54880461,1
54881127,1
54882123,1
54875860,1
54877346,1
54874306,1
54869448,1
54871219,1
54867201,1
54866871,1
54859296,1
54848342,1
54848640,1
54848390,1
54845022,1
54833012,1
54825507,1
54809402,1
54845640,1
54845614,1
54833890,1
54839609,1
54837972,1
54825436,1
54834370,1
54832015,1
54825495,1
54824016,1
54821277,1
54818664,1
54817913,1
54817916,1
54814735,1
54813257,1
54810750,1
54809417,1
54807637,1
