id,address_id,transaction_id,received,sent
92703843,48289257,20371945,0,1042252
92703844,49435647,20371945,1e+05,0
92703845,49435648,20371945,1e+05,0
92703846,49435649,20371945,1e+05,0
92703847,49435650,20371945,692252,0
92703976,46529090,20371966,0,1e+05
92703977,48289257,20371966,90000,0
92704016,49422268,20371980,0,53500
92704017,48289257,20371980,5500,0
92704018,49435743,20371980,38000,0
92704080,48859690,20372000,0,84500
92704081,48859691,20372000,0,84500
92704082,46529090,20372000,0,1e+05
92704083,48289257,20372000,185900,0
92704084,49435780,20372000,73100,0
92992080,49076121,20431851,0,444190000
92992081,46636314,20431851,2e+08,0
92992082,49584465,20431851,244180000,0
93014922,46636314,20437094,0,2e+08
93014923,49596263,20437094,179940000,0
93014924,48456562,20437094,20050000,0
93015306,48456562,20437197,0,5e+07
93015307,46529090,20437197,1e+07,0
93015308,49596465,20437197,4e+07,0
93030326,49435193,20440521,0,1642556
93030327,48289257,20440521,0,90000
93030328,48289257,20440521,0,185900
93030329,48859118,20440521,0,191000
93030330,49604329,20440521,1e+06,0
93030331,49604330,20440521,1009456,0
93039538,49435462,20442586,0,10310
93039539,49435647,20442586,0,1e+05
93039540,49435648,20442586,0,1e+05
93039541,49435649,20442586,0,1e+05
93039542,49435743,20442586,0,38000
93039543,48252697,20442586,0,483300
93039544,49435192,20442586,0,2e+05
93039545,49435193,20442586,5500,0
93039546,49608668,20442586,1006110,0
93106902,48456562,20457655,0,20050000
93106903,49644807,20457655,10040000,0
93106904,46529090,20457655,1e+07,0
93233044,49435650,20484437,0,692252
93233045,49604330,20484437,0,1009456
93233046,49710492,20484437,1e+06,0
93233047,49710493,20484437,601708,0
93234884,46529090,20484876,0,1e+07
93234885,49435650,20484876,1329000,0
93234886,49711469,20484876,8661000,0
93356757,49774559,20511474,0,2250000
93356758,49775523,20511474,1e+06,0
93356759,49775524,20511474,1200000,0
93395166,49435650,20519563,0,1329000
93395167,49796143,20519563,179000,0
93395168,49604329,20519563,1e+06,0
93511132,49775523,20542981,0,1e+06
93511133,49774559,20542981,990000,0
93512585,48456563,20543204,0,1339150000
93512586,49850890,20543204,939140000,0
93512587,46636314,20543204,4e+08,0
93516869,49608668,20544265,0,1006110
93516870,49604329,20544265,0,1e+06
93516871,49604329,20544265,0,1e+06
93516872,49710492,20544265,0,1e+06
93516873,49853159,20544265,1333110,0
93516874,49435650,20544265,2663000,0
93549449,49421255,20551360,0,1024318
93549450,49644807,20551360,0,10040000
93549451,49870449,20551360,1054318,0
93549452,46529090,20551360,1e+07,0
94296604,49584465,20705809,0,244180000
94296605,50238502,20705809,234170000,0
94296606,46529090,20705809,1e+07,0
94299446,46529090,20706476,0,1e+07
94299447,46529090,20706476,0,1e+07
94299448,49853159,20706476,0,1333110
94299449,50240033,20706476,1273110,0
94299450,49584465,20706476,20050000,0
94418633,46636314,20730843,0,4e+08
94418634,50302593,20730843,399984500,0
94418635,50300358,20730843,5500,0
94419958,50300358,20731129,0,10000
94419959,50302331,20731129,0,10000
94419960,50302331,20731129,0,10000
94419961,50302331,20731129,0,16000784
94419962,50303368,20731129,2e+06,0
94419963,50302331,20731129,13980784,0
94419964,50302331,20731130,0,13980784
94419965,50302331,20731130,11930784,0
94419966,50303368,20731130,2e+06,0
94420258,50300358,20731198,0,5500
94420259,50302331,20731198,0,10000
94420260,50302331,20731198,0,11930784
94420261,50302331,20731198,9896284,0
94420262,50303368,20731198,2e+06,0
94420263,50302331,20731199,0,9896284
94420264,50303556,20731199,2e+06,0
94420265,50302331,20731199,7846284,0
94420269,49435780,20731201,0,73100
94420270,50303560,20731201,57600,0
94420271,50302331,20731201,5500,0
94420323,50303595,20731219,0,1180110
94420324,50303596,20731219,1155413,0
94420325,50300358,20731219,14697,0
94420509,46529090,20731281,0,1e+07
94420510,50300358,20731281,5500,0
94420511,50303721,20731281,9984500,0
94420512,50300358,20731282,0,5500
94420513,50302331,20731282,0,7846284
94420514,50303556,20731282,2e+06,0
94420515,50302331,20731282,5801784,0
94420516,50302331,20731283,0,5801784
94420517,50303724,20731283,2e+06,0
94420518,50302331,20731283,3751784,0
94420519,50300358,20731284,0,5500
94420520,50302331,20731284,0,5500
94420521,50302331,20731284,0,5500
94420522,50302331,20731284,0,3751784
94420523,50302331,20731284,1718284,0
94420524,50303724,20731284,2e+06,0
94420525,50302331,20731285,0,1718284
94420526,50302331,20731285,0,767612
94420527,50303724,20731285,2e+06,0
94420528,50302331,20731285,435896,0
94420529,50300358,20731286,0,5500
94420530,50302331,20731286,0,435896
94420531,50302331,20731286,0,5500
94420532,50302331,20731286,0,10670522
94420533,50303730,20731286,2e+06,0
94420534,50302331,20731286,9067418,0
94420535,50302331,20731287,0,9067418
94420536,50303732,20731287,2e+06,0
94420537,50302331,20731287,7017418,0
94420538,50300358,20731288,0,5500
94420539,50302331,20731288,0,7017418
94420540,50302331,20731288,4972918,0
94420541,50303732,20731288,2e+06,0
94420542,50300358,20731289,0,5500
94420543,50302331,20731289,0,5500
94420544,50302331,20731289,0,5500
94420545,50302331,20731289,0,4972918
94420546,49435647,20731289,4939418,0
94590365,50303732,20768177,0,2e+06
94590366,50393583,20768177,1950000,0
94590367,48456562,20768177,40000,0
94590728,50303368,20768257,0,2e+06
94590729,50303724,20768257,0,2e+06
94590730,50303724,20768257,0,2e+06
94590731,50303556,20768257,0,2e+06
94590732,50303730,20768257,0,2e+06
94590733,50303596,20768257,0,1155413
94590734,50303721,20768257,0,9984500
94590735,50393759,20768257,1069913,0
94590736,49421255,20768257,20050000,0
94594718,48456562,20769019,0,20050000
94594719,46529090,20769019,1e+07,0
94594720,50395884,20769019,10050000,0
94594750,49421255,20769029,0,20050000
94594751,46529090,20769029,1e+07,0
94594752,50395902,20769029,10050000,0
94694085,49710493,20790833,0,601708
94694086,50447328,20790833,301708,0
94694087,49604329,20790833,2e+05,0
94694300,49435650,20790901,0,2663000
94694301,50447462,20790901,2213000,0
94694302,50447463,20790901,4e+05,0
94694303,50447462,20790902,0,2213000
94694304,50447464,20790902,1913000,0
94694305,49435649,20790902,2e+05,0
94694306,50447464,20790903,0,1913000
94694307,50303556,20790903,4e+05,0
94694308,50447467,20790903,1463000,0
94695101,50393583,20791070,0,1950000
94695102,50447859,20791070,1550000,0
94695103,49435650,20791070,390000,0
94695140,50393759,20791083,0,1069913
94695141,50447884,20791083,1054413,0
94695142,49710493,20791083,5500,0
94695165,50303732,20791091,0,2e+06
94695166,50447900,20791091,1984500,0
94695167,50447464,20791091,5500,0
94695179,50303556,20791096,0,2e+06
94695180,50447462,20791096,381800,0
94695181,50447910,20791096,1608200,0
94731463,50395884,20799003,0,10050000
94731464,49870449,20799003,0,1054318
94731465,50468232,20799003,1094318,0
94731466,46529090,20799003,1e+07,0
94731694,46529090,20799041,0,1e+07
94731695,50447463,20799041,0,4e+05
94731696,49435649,20799041,0,2e+05
94731697,50303368,20799041,0,2e+06
94731698,49604329,20799041,0,2e+05
94731699,50303368,20799041,0,2e+06
94731700,50447884,20799041,0,1054413
94731701,50447859,20799041,0,1550000
94731702,50447910,20799041,0,1608200
94731703,50303724,20799041,0,2e+06
94731704,50303560,20799041,0,57600
94731705,50395884,20799041,20050000,0
94731706,50468356,20799041,1000213,0
95078601,49850890,20875489,0,939140000
95078602,50238502,20875489,0,234170000
95078603,50647019,20875489,173300000,0
95078604,46636314,20875489,1e+09,0
95081284,49596465,20876167,0,4e+07
95081285,46529090,20876167,4e+07,0
95081292,50303598,20876170,0,139804500
95081293,50648609,20876170,59564500,0
95081294,49596465,20876170,80230000,0
95083500,50468232,20876689,0,1094318
95083501,50395902,20876689,0,10050000
95083502,46529090,20876689,1e+07,0
95083503,50649737,20876689,1134318,0
95083559,50395884,20876704,0,20050000
95083560,49421692,20876704,0,1352417
95083561,50649766,20876704,1392417,0
95083562,46529090,20876704,2e+07,0
95083571,50468356,20876707,0,1000213
95083572,50303556,20876707,0,4e+05
95083573,50468232,20876707,40000,0
95083574,50649773,20876707,1350213,0
95086879,50647019,20876844,0,173300000
95086880,5985476,20876844,0,1859900000
95086881,46636314,20876844,2e+09,0
95086882,50652675,20876844,33190000,0
95087806,49421255,20877068,0,20050000
95087807,50653130,20877068,10040000,0
95087808,46529090,20877068,1e+07,0
95089304,46529090,20877463,0,1e+07
95089305,46529090,20877463,0,1e+07
95089306,50649773,20877463,0,1350213
95089307,50653922,20877463,1290213,0
95089308,49421255,20877463,20050000,0
95116235,50649737,20883625,0,1134318
95116236,50653130,20883625,0,10040000
95116237,50668168,20883625,1164318,0
95116238,46529090,20883625,1e+07,0
95116279,46529090,20883634,0,1e+07
95116280,50653922,20883634,0,1290213
95116281,46529090,20883634,0,1e+07
95116282,50649737,20883634,20050000,0
95116283,50668187,20883634,1230213,0
95123118,48254239,20885184,0,3788582
95123119,49435192,20885184,1e+06,0
95123120,48254239,20885184,2738582,0
95123816,48254239,20885321,0,4950000
95123817,50672214,20885321,1e+06,0
95123818,48254239,20885321,3900000,0
95123959,48254239,20885350,0,1192104
95123960,48254239,20885350,0,1292104
95123961,50672271,20885350,1e+06,0
95123962,48254239,20885350,1434208,0
95124389,49435647,20885443,0,4939418
95124390,50672489,20885443,3867418,0
95124391,48254239,20885443,1062000,0
95124520,5985476,20885474,0,1.9e+09
95124521,5985476,20885474,0,1904800000
95124522,50672545,20885474,804790000,0
95124523,46636314,20885474,3e+09,0
95125361,48254239,20885729,0,2738582
95125362,49775523,20885729,1e+05,0
95125363,48254239,20885729,2588582,0
95125433,48254239,20885753,0,3900000
95125434,49775523,20885753,2e+05,0
95125435,48254239,20885753,3650000,0
95125838,48254239,20885836,0,950000
95125839,48254239,20885836,0,1143024
95125840,49775523,20885836,1e+05,0
95125841,48254239,20885836,1943024,0
95126958,48254239,20886065,0,1052694
95126959,48254239,20886065,0,1138000
95126960,48254239,20886065,0,1062000
95126961,48254239,20886065,0,1434208
95126962,49435192,20886065,3e+06,0
95126963,48254239,20886065,1636902,0
95128320,50672489,20886330,0,3867418
95128321,48254239,20886330,5500,0
95128322,50674587,20886330,3851918,0
95128403,50672470,20886358,0,7497500
95128404,50674641,20886358,7297500,0
95128405,48254239,20886358,190000,0
95128635,46529090,20886432,0,2e+07
95128636,50674785,20886432,18995000,0
95128637,48254239,20886432,995000,0
95128686,46529090,20886451,0,1e+07
95128687,50674817,20886451,6985000,0
95128688,48254239,20886451,3005000,0
95128689,48254239,20886452,0,3005000
95128690,49435192,20886452,1e+06,0
95128691,48254239,20886452,1955000,0
95200384,50649737,20902046,0,20050000
95200385,50712822,20902046,10040000,0
95200386,46529090,20902046,1e+07,0
95200525,49775523,20902093,0,2e+05
95200526,46529090,20902093,0,4e+07
95200527,49435192,20902093,0,1e+06
95200528,50712916,20902093,1070000,0
95200529,50668168,20902093,40110000,0
95200534,50668168,20902095,0,1164318
95200535,49421255,20902095,0,20050000
95200536,46529090,20902095,2e+07,0
95200537,50712921,20902095,1204318,0
95200569,49775523,20902104,0,1e+05
95200570,50672271,20902104,0,1e+06
95200571,50649737,20902104,40000,0
95200572,50712939,20902104,1050000,0
95202562,50712939,20902575,0,1050000
95202563,50714025,20902575,1e+06,0
95202564,50712822,20902575,40000,0
95203614,50712822,20902788,0,10040000
95203615,50712921,20902788,0,1204318
95203616,50714599,20902788,1234318,0
95203617,46529090,20902788,1e+07,0
95225392,48254239,20907217,0,995000
95225393,48254239,20907217,0,1636902
95225394,50727409,20907217,1e+06,0
95225395,48254239,20907217,1581902,0
95225695,49435192,20907265,0,3e+06
95225696,50727564,20907265,1764000,0
95225697,48254239,20907265,1226000,0
95279953,48254239,20918905,0,2588582
95279954,50727409,20918905,1e+06,0
95279955,48254239,20918905,1538582,0
95279965,48254239,20918909,0,3650000
95279966,50727409,20918909,1e+06,0
95279967,48254239,20918909,2600000,0
95280299,49435192,20918988,0,1e+06
95280300,50727564,20918988,0,1764000
95280301,48254239,20918988,1226000,0
95280302,50757802,20918988,1528000,0
95280328,50672214,20918995,0,1e+06
95280329,50727409,20918995,0,1e+06
95280330,50714025,20918995,0,1e+06
95280331,50757815,20918995,1764000,0
95280332,48254239,20918995,1226000,0
95386887,50668168,20941774,0,40110000
95386888,46529090,20941774,1e+07,0
95386889,50812077,20941774,30100000,0
95386896,50712916,20941777,0,1070000
95386897,50812082,20941777,1020000,0
95386898,50668168,20941777,40000,0
95437471,50757802,20952328,0,1528000
95437472,49775523,20952328,0,1e+05
95437473,50648609,20952328,0,59564500
95437474,50812077,20952328,60170000,0
95437475,50839690,20952328,1002500,0
95437485,50812077,20952332,0,30100000
95437486,50714599,20952332,0,1234318
95437487,46529090,20952332,3e+07,0
95437488,50839695,20952332,1324318,0
95449980,49596465,20954941,0,58710000
95449981,46529090,20954941,1e+07,0
95449982,50845434,20954941,48710000,0
95450004,50714588,20954946,0,50220000
95450005,46529090,20954946,1e+07,0
95450006,50845444,20954946,40220000,0
95450613,50812077,20955053,0,60170000
95450614,46529090,20955053,1e+07,0
95450615,50845661,20955053,50160000,0
95450754,50674785,20955100,0,18995000
95450755,50674700,20955100,0,2094213
95450756,49596465,20955100,20050000,0
95450757,50845751,20955100,1029213,0
95450833,50839690,20955116,0,1002500
95450834,46529090,20955116,0,1e+07
95450835,50674817,20955116,0,6985000
95450836,50674587,20955116,0,3851918
95450837,50812077,20955116,20050000,0
95450838,50845782,20955116,1779418,0
95450839,46529090,20955117,0,1e+07
95450840,50727409,20955117,0,1e+06
95450841,50727409,20955117,0,1e+06
95450842,50757815,20955117,0,1764000
95450843,50674641,20955117,0,7297500
95450844,50845783,20955117,1001500,0
95450845,50714588,20955117,20050000,0
95455590,50846484,20956143,0,30210000
95455591,49435649,20956143,16660000,0
95455592,50848157,20956143,13540000,0
95455863,50812082,20956200,0,1020000
95455864,46529090,20956200,0,1e+07
95455865,46529090,20956200,0,2e+07
95455866,50845783,20956200,0,1001500
95455867,50845782,20956200,0,1779418
95455868,50846484,20956200,32626940,0
95455869,50848307,20956200,1163978,0
95461412,50848157,20957501,0,13540000
95461413,50851328,20957501,3530000,0
95461414,46529090,20957501,1e+07,0
95480595,44894230,20961971,0,27770000
95480596,50861327,20961971,17770000,0
95480597,49435649,20961971,1e+07,0
95480671,44886471,20961989,0,10168932
95480672,44886471,20961989,0,1847000
95480673,49435649,20961989,1e+07,0
95480674,50861361,20961989,2015932,0
95484319,46529090,20962756,0,1e+07
95484320,46529090,20962756,0,1e+07
95484321,50845751,20962756,0,1029213
95484322,50863495,20962756,1439213,0
95484323,44894230,20962756,19580000,0
95512526,46529090,20969007,0,1e+07
95512527,50649766,20969007,4002000,0
95512528,50877697,20969007,5988000,0
95512545,50649766,20969014,0,1392417
95512546,50839695,20969014,0,1324318
95512547,48456562,20969014,0,358300
95512548,46529090,20969014,2e+06,0
95512549,50877709,20969014,1055035,0
95515252,50846484,20969618,0,32626940
95515253,50879190,20969618,22616940,0
95515254,46529090,20969618,1e+07,0
95515285,50861575,20969629,0,1063978
95515286,50846484,20969629,40000,0
95515287,50879213,20969629,1013978,0
95559885,50863495,20979328,0,1439213
95559886,50851328,20979328,40000,0
95559887,50902245,20979328,1389213,0
95560012,50851328,20979359,0,3530000
95560013,47927630,20979359,0,3370000
95560014,50649737,20979359,0,40000
95560015,50848157,20979359,0,40000
95560016,50846484,20979359,0,40000
95560017,50649766,20979359,0,4002000
95560018,46529090,20979359,1e+07,0
95560019,50902306,20979359,1012000,0
95560322,50879190,20979431,0,22616940
95560323,46529090,20979431,2e+07,0
95560324,50902443,20979431,2606940,0
95560334,46529090,20979435,0,3e+07
95560335,50902245,20979435,0,1389213
95560336,46529090,20979435,0,1e+07
95560337,50902450,20979435,1269213,0
95560338,50879190,20979435,40110000,0
95569362,50845434,20981524,0,60115440
95569363,50906941,20981524,40105440,0
95569364,46529090,20981524,2e+07,0
95569541,50879190,20981583,0,40110000
95569542,46529090,20981583,1e+07,0
95569543,50907061,20981583,30100000,0
95569598,46529090,20981601,0,2e+06
95569599,50845434,20981601,90000,0
95569600,50907098,20981601,1900000,0
95570108,48726764,20981703,0,5500
95570109,50468232,20981703,0,40000
95570110,50906941,20981703,0,40105440
95570111,50845661,20981703,0,783300
95570112,50851328,20981703,0,40000
95570113,50845444,20981703,0,50000
95570114,50907380,20981703,1004240,0
95570115,46529090,20981703,4e+07,0
95570131,49435649,20981707,0,16660000
95570132,49435649,20981707,0,1e+07
95570133,49435649,20981707,0,1e+07
95570134,46529090,20981707,0,1e+07
95570135,46529090,20981707,0,1e+07
95570136,46529090,20981707,0,2e+07
95570137,50877709,20981707,72206000,0
95570138,50907389,20981707,4434000,0
95570174,50877709,20981710,0,1055035
95570175,50902306,20981710,0,1012000
95570176,50846950,20981710,0,1001400
95570177,50902443,20981710,0,2606940
95570178,50907380,20981710,0,1004240
95570179,50907061,20981710,0,30100000
95570180,50907393,20981710,769615,0
95570181,46529090,20981710,3.6e+07,0
95578466,48254239,20983676,0,1581902
95578467,49435649,20983676,2e+05,0
95578468,48254239,20983676,1331902,0
95578472,48254239,20983678,0,1226000
95578473,49435649,20983678,1e+05,0
95578474,48254239,20983678,1076000,0
95578569,48254239,20983709,0,1955000
95578570,49710492,20983709,4e+05,0
95578571,48254239,20983709,1505000,0
95580230,48254239,20984053,0,7950000
95580231,49435649,20984053,4e+05,0
95580232,48254239,20984053,7500000,0
95581192,48254239,20984333,0,2600000
95581193,50672214,20984333,1e+06,0
95581194,48254239,20984333,1550000,0
95581204,48254239,20984337,0,1226000
95581205,50672214,20984337,1e+05,0
95581206,48254239,20984337,1076000,0
95581759,48254239,20984465,0,1505000
95581760,48254239,20984465,0,525600
95581761,48254239,20984465,0,1888024
95581762,50672214,20984465,2e+06,0
95581763,48254239,20984465,1868624,0
95581764,48254239,20984466,0,1331902
95581765,48254239,20984466,0,5500
95581766,48254239,20984466,0,1076000
95581767,50672214,20984466,1e+06,0
95581768,48254239,20984466,1363402,0
95581985,48254239,20984495,0,5500
95581986,48254239,20984495,0,190000
95581987,48254239,20984495,0,5500
95581988,48254239,20984495,0,1538582
95581989,48254239,20984495,0,1226000
95581990,49435649,20984495,8e+05,0
95581991,48254239,20984495,2115582,0
95582214,46529090,20984569,0,3.6e+07
95582215,48254239,20984569,5500,0
95582216,50913429,20984569,35984500,0
95582217,46529090,20984570,0,2e+07
95582218,48254239,20984570,5500,0
95582219,50913431,20984570,19984500,0
95582226,46529090,20984572,0,1e+07
95582227,50913434,20984572,8852000,0
95582228,48254239,20984572,1138000,0
95601540,49435649,20988462,0,1e+05
95601541,50913431,20988462,0,19984500
95601542,50672214,20988462,0,1e+06
95601543,50924635,20988462,1004500,0
95601544,50877709,20988462,20050000,0
95601573,50877709,20988469,0,72206000
95601574,50924650,20988469,62196000,0
95601575,46529090,20988469,1e+07,0
95607559,48254239,20989851,0,7500000
95607560,49435649,20989851,1e+05,0
95607561,48254239,20989851,7350000,0
95607592,48254239,20989861,0,1868624
95607593,49435649,20989861,2e+05,0
95607594,48254239,20989861,1618624,0
95607707,48254239,20989897,0,2115582
95607708,49435649,20989897,4e+05,0
95607709,48254239,20989897,1665582,0
95607710,48254239,20989898,0,1944902
95607711,49435649,20989898,1e+05,0
95607712,48254239,20989898,1794902,0
95608784,50913303,20990112,0,1188213
95608785,50928255,20990112,1172713,0
95608786,48254239,20990112,5500,0
95608848,48254239,20990133,0,3124400
95608849,49435649,20990133,1e+05,0
95608850,48254239,20990133,2974400,0
95608851,48254239,20990134,0,2974400
95608852,49435649,20990134,1e+06,0
95608853,48254239,20990134,1924400,0
95608920,50913383,20990157,0,1249600
95608921,50928345,20990157,1234100,0
95608922,48254239,20990157,5500,0
95608990,50672214,20990179,0,2e+06
95608991,50928387,20990179,1984500,0
95608992,48254239,20990179,5500,0
95609077,49435649,20990203,0,2e+05
95609078,50924635,20990203,0,1004500
95609079,48254239,20990203,5500,0
95609080,50928431,20990203,1189000,0
95609081,48254239,20990204,0,5500
95609082,48254239,20990204,0,5500
95609083,48254239,20990204,0,5500
95609084,48254239,20990204,0,1138000
95609085,48254239,20990204,0,104800
95609086,48254239,20990204,0,5500
95609087,48254239,20990204,0,10000
95609088,48254239,20990204,0,5500
